"","x","y","areaId","pr"
"563",478923.412582792,400097.77490388,"1165",0.0075
"564",479922.154991188,400097.570995465,"1166",0.00525
"565",480920.896882825,400097.376953879,"1167",0.0045
"566",481919.638341214,400097.192828875,"1168",0.005
"567",482918.379357861,400097.018612171,"1169",0.0075
"568",483917.119941246,400096.854278873,"1170",0.006
"569",484915.860124638,400096.699862165,"1171",0.00375
"570",485914.599941279,400096.555328872,"1172",0.00525
"571",486913.33942467,400096.420712164,"1173",0.00775
"572",487912.078549684,400096.295953869,"1174",0.017
"573",488910.817399701,400096.181103869,"1175",0.11925
"574",489909.556033092,400096.07618716,"1176",0.1915
"575",490908.294358106,400095.981128866,"1177",NA
"576",456950.480615578,399110.681637237,"1202",0.2085
"577",457949.249957221,399110.261012242,"1203",0.18775
"578",458948.018240603,399109.850278939,"1204",0.16275
"579",459946.785548992,399109.449403931,"1205",0.12125
"580",460945.551865642,399109.05838723,"1206",0.08575
"581",461944.317224031,399108.677262222,"1207",0.056
"582",462943.081624047,399108.30601222,"1208",0.04
"583",463941.845124064,399107.944612219,"1209",0.027
"584",464940.607749074,399107.593103923,"1210",0.02225
"585",465939.369482469,399107.251487211,"1211",0.0125
"586",466938.130374112,399106.919712215,"1212",0.005
"587",467936.890490873,399106.597812203,"1213",0.00125
"588",468935.649807512,399106.285778912,"1214",0.001
"589",469934.408390906,399105.9836622,"1215",0.001
"590",470933.166190922,399105.691412199,"1216",0.0025
"591",471931.923265933,399105.409003904,"1217",0.003
"592",472930.679674331,399105.136495486,"1218",0.001
"593",473929.435382589,399104.873820612,"1219",0
"594",474928.190482736,399104.62107048,"1220",0.0025
"595",475926.944941002,399104.378162193,"1221",0.0075
"596",476925.698841133,399104.145128887,"1222",0.013
"597",477924.452149407,399103.921987187,"1223",0.00825
"598",478923.204957796,399103.708712183,"1224",0.00575
"599",479921.957174437,399103.505278891,"1225",0.00375
"600",480920.708916201,399103.311737178,"1226",0.00275
"601",481919.460207844,399103.12806218,"1227",0.0035
"602",482918.211091231,399102.954278882,"1228",0.005
"603",483916.961516249,399102.790387176,"1229",0.00425
"604",484915.711524638,399102.636312173,"1230",0.0035
"605",485914.461166282,399102.492137175,"1231",0.005
"606",486913.210499668,399102.357853878,"1232",0.01275
"607",487911.959474687,399102.233412172,"1233",0.025
"608",488910.708183075,399102.118837169,"1234",0.1715
"609",489909.456624719,399102.01416217,"1235",NA
"610",490908.204799734,399101.919353875,"1236",NA
"611",456950.057557206,398116.598362252,"1261",0.26125
"612",457948.836723967,398116.178762236,"1262",0.215
"613",458947.614815611,398115.769037241,"1263",0.14925
"614",459946.391957254,398115.369162246,"1264",0.09675
"615",460945.168124016,398114.979112232,"1265",0.058
"616",461943.943274032,398114.59891223,"1266",0.04325
"617",462942.717465675,398114.228587235,"1267",0.033
"618",463941.490774064,398113.868112228,"1268",0.01975
"619",464940.263232453,398113.51748722,"1269",0.02
"620",465939.034782469,398113.176687219,"1270",0.01375
"621",466937.80550748,398112.845728923,"1271",0.00275
"622",467936.575432501,398112.524637216,"1272",0.00025
"623",468935.344557522,398112.213395508,"1273",0.00075
"624",469934.112940906,398111.912012208,"1274",0.001
"625",470932.880540922,398111.620462207,"1275",0
"626",471931.647440938,398111.338762206,"1276",0
"627",472930.41366595,398111.066903911,"1277",0
"628",473929.179224348,398110.804945494,"1278",0
"629",474927.944115983,398110.552803908,"1279",0.002
"630",475926.708407748,398110.310512193,"1280",0.00775
"631",476925.472099392,398110.078037197,"1281",0.013
"632",477924.235232784,398109.855420486,"1282",0.00575
"633",478922.997807797,398109.642662191,"1283",0.00375
"634",479921.75988281,398109.439753896,"1284",0.00175
"635",480920.521457829,398109.246712189,"1285",0.001
"636",481919.282566218,398109.063487185,"1286",0.001
"637",482918.043241236,398108.890145479,"1287",0.003
"638",483916.80346625,398108.726637184,"1288",0.00325
"639",484915.563282891,398108.572953892,"1289",0.00525
"640",485914.322783028,398108.429137178,"1290",0.01025
"641",486913.0818913,398108.295195476,"1291",0.01525
"642",487911.840699685,398108.171053886,"1292",0.03875
"643",488910.599224703,398108.056762179,"1293",NA
"644",456949.635582214,397122.515270554,"1320",0.2855
"645",457948.424507223,397122.096712258,"1321",0.2495
"646",458947.212415612,397121.687987249,"1322",0.156
"647",459945.999349007,397121.289120535,"1323",0.08125
"648",460944.785265644,397120.900037246,"1324",0.04575
"649",461943.57021566,397120.520787244,"1325",0.03675
"650",462942.354232422,397120.151387231,"1326",0.0325
"651",463941.137324065,397119.791812236,"1327",0.0135
"652",464939.919574081,397119.442062234,"1328",0.01475
"653",465938.70093247,397119.102087226,"1329",0.00775
"654",466937.481457491,397118.771945519,"1330",0.002
"655",467936.261174129,397118.451662229,"1331",0
"656",468935.040090891,397118.141212218,"1332",0.001
"657",469933.818215912,397117.840570511,"1333",0.005
"658",470932.595607545,397117.549728926,"1334",0.00125
"659",471931.372324316,397117.268745504,"1335",0
"660",472930.148340955,397116.997562213,"1336",0
"661",473928.923699344,397116.736237208,"1337",0.0025
"662",474927.698374364,397116.4847455,"1338",0.00575
"663",475926.472449376,397116.243037206,"1339",0.006
"664",476925.245949392,397116.011137205,"1340",0.00475
"665",477924.018857781,397115.7890622,"1341",0.003
"666",478922.791199424,397115.576837202,"1342",0.001
"667",479921.563091189,397115.374445489,"1343",0
"668",480920.334457829,397115.181862198,"1344",0.001
"669",481919.105357845,397114.999112197,"1345",0.002
"670",482917.875816234,397114.826187193,"1346",0.0055
"671",483916.64581625,397114.663087193,"1347",0.007
"672",484915.415449642,397114.509820483,"1348",0.01175
"673",485914.184716282,397114.366337191,"1349",0.01775
"674",486912.953624671,397114.232712188,"1350",0.03
"675",487911.722199689,397114.108920482,"1351",0.07525
"676",488910.490524703,397113.994912187,"1352",NA
"677",455950.414882199,396128.859670563,"1378",NA
"678",456949.214665581,396128.432337261,"1379",0.41525
"679",457948.013357224,396128.014862266,"1380",0.219
"680",458946.811040619,396127.607195551,"1381",0.14225
"681",459945.607715629,396127.209287255,"1382",0.08125
"682",460944.403399024,396126.821170542,"1383",0.059
"683",461943.19809904,396126.44287054,"1384",0.04125
"684",462941.991865676,396126.074387251,"1385",0.02875
"685",463940.784757444,396125.715695532,"1386",0.0105
"686",464939.576782454,396125.366787236,"1387",0.008
"687",465938.36789073,396125.027695539,"1388",0.00325
"688",466937.158182487,396124.698387233,"1389",0.001
"689",467935.94766588,396124.378920521,"1390",0.001
"690",468934.736332519,396124.069237231,"1391",0.002
"691",469933.524240907,396123.769312225,"1392",0.003
"692",470932.311415928,396123.479220518,"1393",0.0035
"693",471931.097890939,396123.198912222,"1394",0.003
"694",472929.88366596,396122.928420515,"1395",0.00625
"695",473928.668774349,396122.667745509,"1396",0.05875
"696",474927.453224356,396122.416828921,"1397",0.00975
"697",475926.23707438,396122.175745508,"1398",0.0045
"698",476925.020324396,396121.944445507,"1399",0.002
"699",477923.802999408,396121.722937211,"1400",0.001
"700",478922.58516617,396121.511237203,"1401",0
"701",479921.366774444,396121.309345504,"1402",0
"702",480920.147916202,396121.117237203,"1403",0.001
"703",481918.928591221,396120.934945496,"1404",0.004
"704",482917.708791237,396120.762445495,"1405",0.00875
"705",483916.48856625,396120.599737201,"1406",0.01075
"706",484915.267966266,396120.4468372,"1407",0.01975
"707",485914.046991285,396120.303745493,"1408",0.02975
"708",486912.825683044,396120.170437194,"1409",0.04725
"709",487911.604016315,396120.046937198,"1410",0.11575
"710",488910.382108078,396119.933245487,"1411",NA
"711",455949.985273827,395134.775895578,"1437",NA
"712",456948.794782216,395134.34967057,"1438",0.2665
"713",457947.603248977,395133.933220554,"1439",0.21775
"714",458946.410665613,395133.526537265,"1440",0.10575
"715",459945.217090636,395133.129645557,"1441",0.07875
"716",460944.022515646,395132.742487261,"1442",0.06225
"717",461942.826949041,395132.365120548,"1443",0.03725
"718",462941.630449057,395131.997570546,"1444",0.0285
"719",463940.433074066,395131.639762251,"1445",0.006
"720",464939.234824094,395131.291728837,"1446",0.00125
"721",465938.035682471,395130.953487242,"1447",0.00075
"722",466936.835707492,395130.625045535,"1448",0.002
"723",467935.634932503,395130.30633724,"1449",0.0065
"724",468934.433365897,395129.997420527,"1450",0.01075
"725",469933.23100754,395129.698245531,"1451",0.0115
"726",470932.027915929,395129.408870525,"1452",0.008
"727",471930.824115945,395129.129270524,"1453",0.0095
"728",472929.619649329,395128.859437224,"1454",0.00725
"729",473928.414490972,395128.599412227,"1455",0.00525
"730",474927.208699369,395128.34915381,"1456",0.00375
"731",475926.002299377,395128.108637222,"1457",0.001
"732",476924.795274397,395127.877945515,"1458",0
"733",477923.587682785,395127.65702051,"1459",0
"734",478922.379582801,395127.445820509,"1460",0.00025
"735",479921.170957814,395127.244412215,"1461",0.0055
"736",480919.961832833,395127.052820508,"1462",0.01
"737",481918.752232849,395126.870970506,"1463",0.021
"738",482917.542166235,395126.698887209,"1464",0.03425
"739",483916.331691253,395126.536595503,"1465",0.0485
"740",484915.120849642,395126.384070499,"1466",0.05075
"741",485913.909624656,395126.241312205,"1467",0.0955
"742",486912.698041301,395126.1083455,"1468",NA
"743",487911.486149689,395125.985170497,"1469",NA
"744",455949.556740574,394140.692295571,"1496",NA
"745",456948.375957209,394140.267162283,"1497",0.31075
"746",457947.194140605,394139.851745568,"1498",0.19625
"747",458946.011282248,394139.446070573,"1499",0.15525
"748",459944.827424016,394139.050178852,"1500",0.106
"749",460943.642540652,394138.663995563,"1501",0.07225
"750",461942.456724035,394138.287562262,"1502",0.05025
"751",462941.269949057,394137.920920554,"1503",0.041
"752",463940.082299073,394137.564020552,"1504",0.00575
"753",464938.893749089,394137.216870551,"1505",0.001
"754",465937.704307478,394136.879495545,"1506",0.001
"755",466936.514057493,394136.551845543,"1507",0.0045
"756",467935.323007509,394136.233945542,"1508",0.0075
"757",468934.131157525,394135.92579554,"1509",0.0065
"758",469932.938515914,394135.627370534,"1510",0.007
"759",470931.745140925,394135.338712239,"1511",0.007
"760",471930.551065945,394135.059820532,"1512",0.005
"761",472929.356290966,394134.790678824,"1513",0.0055
"762",473928.16087435,394134.531295525,"1514",0.00575
"763",474926.964799361,394134.28163723,"1515",0.00275
"764",475925.768099385,394134.041753817,"1516",0.00075
"765",476924.570807766,394133.811612224,"1517",0
"766",477923.372924413,394133.591245522,"1518",0
"767",478922.174524429,394133.380595521,"1519",0.0045
"768",479920.975641191,394133.179695513,"1520",0.01725
"769",480919.776232833,394132.988570516,"1521",0.0265
"770",481918.576341222,394132.807195511,"1522",0.02875
"771",482917.375991238,394132.635545511,"1523",0.028
"772",483916.175241254,394132.473645511,"1524",0.06325
"773",484914.974091269,394132.32149551,"1525",0.058
"774",485913.772591285,394132.179095509,"1526",0.1155
"775",486912.570749674,394132.046470506,"1527",NA
"776",454950.299273813,393147.042745596,"1554",NA
"777",455949.129282201,393146.608920587,"1555",NA
"778",456947.958215597,393146.184853872,"1556",0.29575
"779",457946.786082233,393145.770470583,"1557",0.18325
"780",458945.612924001,393145.365828861,"1558",0.16325
"781",459944.438715631,393144.970887279,"1559",0.14475
"782",460943.263540653,393144.585695571,"1560",0.09275
"783",461942.087415675,393144.210253864,"1561",0.05575
"784",462940.910357431,393143.844495556,"1562",0.0275
"785",463939.73237408,393143.488478854,"1563",0.002
"786",464938.553532457,393143.14218726,"1564",0.001
"787",465937.373774111,393142.805678852,"1565",0.00175
"788",466936.193207494,393142.478845551,"1566",0.00725
"789",467935.01185751,393142.16174555,"1567",0.0095
"790",468933.829690903,393141.854378837,"1568",0.00825
"791",469932.646732536,393141.556687253,"1569",0.00775
"792",470931.463090935,393141.268778835,"1570",0.007
"793",471930.278715946,393140.990570539,"1571",0.007
"794",472929.093624335,393140.722095534,"1572",0.00725
"795",473927.907865977,393140.463370537,"1573",0.00375
"796",474926.72149937,393140.214353825,"1574",0.001
"797",475925.534474382,393139.975045531,"1575",0
"798",476924.346874398,393139.74549553,"1576",0
"799",477923.158732786,393139.525670525,"1577",0.003
"800",478921.970007805,393139.315578818,"1578",0.0155
"801",479920.780782818,393139.115170524,"1579",0.027
"802",480919.591091207,393138.92449552,"1580",0.03575
"803",481918.400882849,393138.743570522,"1581",0.03275
"804",482917.210232865,393138.572370522,"1582",0.03325
"805",483916.019199627,393138.410870516,"1583",0.04875
"806",484914.82774127,393138.259095518,"1584",0.09425
"807",485913.635924661,393138.117078808,"1585",NA
"808",454949.863232187,392152.958470596,"1613",NA
"809",455948.702915583,392152.525753881,"1614",0.373
"810",456947.541482218,392152.102720593,"1615",0.253
"811",457946.379040607,392151.689395584,"1616",0.20975
"812",458945.215540622,392151.285745582,"1617",0.2165
"813",459944.051007271,392150.891828881,"1618",0.17275
"814",460942.885524034,392150.507628866,"1619",0.09875
"815",461941.719049043,392150.133120572,"1620",0.058
"816",462940.551640685,392149.768295577,"1621",0.0225
"817",463939.383357448,392149.413145563,"1622",0.002
"818",464938.214149101,392149.067737155,"1623",0.001
"819",465937.044082473,392148.732037267,"1624",0.001
"820",466935.8731825,392148.406053853,"1625",0.007
"821",467934.701482515,392148.089753851,"1626",0.01125
"822",468933.528982521,392147.783137263,"1627",0.01175
"823",469932.355715925,392147.486237137,"1628",0.011
"824",470931.18171593,392147.199020549,"1629",0.0075
"825",471930.007015946,392146.921520548,"1630",0.00625
"826",472928.831590966,392146.65372884,"1631",0.00375
"827",473927.655524351,392146.395645541,"1632",0.00125
"828",474926.47879937,392146.147253834,"1633",0
"829",475925.301424382,392145.908545539,"1634",0
"830",476924.123507775,392145.679578828,"1635",0.001
"831",477922.945024414,392145.460295537,"1636",0.00775
"832",478921.765982803,392145.250720532,"1637",0.023
"833",479920.586407821,392145.050828825,"1638",0.026
"834",480919.406382834,392144.860620531,"1639",0.0285
"835",481918.225866226,392144.680153821,"1640",0.03775
"836",482917.044891239,392144.509395527,"1641",0.0465
"837",483915.863507884,392144.348328823,"1642",0.06575
"838",484914.681749643,392144.196920523,"1643",0.12175
"839",452951.726282171,391159.766687194,"1670",NA
"840",453950.577823799,391159.315695613,"1671",0.353
"841",454949.428265568,391158.87440389,"1672",0.28075
"842",455948.27757383,391158.442745609,"1673",0.21875
"843",456947.125815599,391158.020803887,"1674",0.22875
"844",457945.973015614,391157.608503885,"1675",0.2515
"845",458944.819157257,391157.20587889,"1676",0.2345
"846",459943.664299012,391156.812970582,"1677",0.17675
"847",460942.508424034,391156.429728874,"1678",0.08575
"848",461941.351590671,391156.056145585,"1679",0.04475
"849",462940.193874065,391155.692278872,"1680",0.01625
"850",463939.035224081,391155.33802887,"1681",0.002
"851",464937.875649091,391154.993470575,"1682",0.002
"852",465936.715240858,391154.658628856,"1683",0.0025
"853",466935.553974127,391154.333428866,"1684",0.0055
"854",467934.391915884,391154.01792056,"1685",0.009
"855",468933.229057536,391153.712112151,"1686",0.0115
"856",469932.065407542,391153.415945562,"1687",0.011
"857",470930.901040936,391153.12947885,"1688",0.00925
"858",471929.735990951,391152.852678849,"1689",0.00525
"859",472928.570224335,391152.58554555,"1690",0.00125
"860",473927.403799355,391152.328103842,"1691",0.00075
"861",474926.236715994,391152.080320552,"1692",0
"862",475925.068999387,391151.842253841,"1693",0
"863",476923.900724398,391151.613845546,"1694",0.00625
"864",477922.731882795,391151.395137128,"1695",0.0125
"865",478921.562482803,391151.186070541,"1696",0.024
"866",479920.392557822,391150.986678834,"1697",0.0275
"867",480919.222157837,391150.796978833,"1698",0.025
"868",481918.051291223,391150.616945535,"1699",0.04875
"869",482916.879966242,391150.446603828,"1700",0.045
"870",483915.708216257,391150.285953827,"1701",0.10575
"871",484914.536066272,391150.134953827,"1702",NA
"872",452951.273173784,390165.680545623,"1729",NA
"873",453950.134365554,390165.2307039,"1730",0.31125
"874",454948.994398822,390164.790503913,"1731",0.24725
"875",455947.853365585,390164.359953896,"1732",0.22775
"876",456946.711207227,390163.939078901,"1733",0.26475
"877",457945.568015615,390163.527803892,"1734",0.24975
"878",458944.423790624,390163.126195598,"1735",0.22425
"879",459943.278540653,390162.734312183,"1736",0.137
"880",460942.132290655,390162.351995595,"1737",0.0685
"881",461940.985099057,390161.979387174,"1738",0.03725
"882",462939.836974066,390161.616428879,"1739",0.011
"883",463938.687924082,390161.263078878,"1740",0.0035
"884",464937.538007465,390160.919395577,"1741",0.00275
"885",465936.387199118,390160.585387168,"1742",0.0025
"886",466935.235557496,390160.260995574,"1743",0.00575
"887",467934.083132517,390159.946303866,"1744",0.0095
"888",468932.929882532,390159.641253866,"1745",0.01125
"889",469931.775874289,390159.345845561,"1746",0.01075
"890",470930.621107568,390159.060112156,"1747",0.00775
"891",471929.465640952,390158.784028857,"1748",0.00375
"892",472928.309515963,390158.517570562,"1749",0.001
"893",473927.152724361,390158.260762144,"1750",0
"894",474925.995249372,390158.013603849,"1751",NA
"895",475924.837182756,390157.77612055,"1752",NA
"896",476923.678524406,390157.54831214,"1753",0.0225
"897",477922.519282788,390157.330120549,"1754",0.03225
"898",478921.359499433,390157.121603846,"1755",0.02925
"899",479920.199207822,390156.922728842,"1756",0.03325
"900",480919.038416211,390156.733503837,"1757",0.02675
"901",481917.877157853,390156.55392884,"1758",0.058
"902",482916.715466242,390156.384003836,"1759",0.08525
"903",483915.553316257,390156.223753835,"1760",0.0925
"904",451951.94930715,389172.052928918,"1787",NA
"905",452950.821223799,389171.594612217,"1788",0.392
"906",453949.692007181,389171.145878915,"1789",0.2765
"907",454948.561657196,389170.706778913,"1790",0.23825
"908",455947.430207212,389170.277328911,"1791",0.2835
"909",456946.297665601,389169.857503902,"1792",0.27125
"910",457945.164023876,389169.447312207,"1793",0.22075
"911",458944.029424005,389169.046728892,"1794",0.18475
"912",459942.893765647,389168.655803897,"1795",0.104
"913",460941.757124036,389168.274478889,"1796",0.04525
"914",461940.619524051,389167.902778887,"1797",0.03175
"915",462939.480965694,389167.540753892,"1798",0.0185
"916",463938.341524082,389167.188328885,"1799",0.006
"917",464937.201207476,389166.845512171,"1800",0.00575
"918",465936.059999107,389166.512320588,"1801",0.00575
"919",466934.917957507,389166.188812169,"1802",0.0115
"920",467933.775107523,389165.874912167,"1803",0.0145
"921",468932.631465901,389165.570620575,"1804",0.01325
"922",469931.487057553,389165.275962166,"1805",0.009
"923",470930.341924306,389164.990895568,"1806",0.0035
"924",471929.196015957,389164.715537158,"1807",0.002
"925",472928.049465972,389164.449787157,"1808",NA
"926",473926.902265979,389164.193620569,"1809",NA
"927",474925.754399372,389163.947103857,"1810",0.002
"928",475924.605924391,389163.710212149,"1811",0.01
"929",476923.456849403,389163.482953855,"1812",0.041
"930",477922.307207792,389163.26532885,"1813",0.04275
"931",478921.157032811,389163.057337143,"1814",0.04025
"932",479920.006332819,389162.858970556,"1815",0.04225
"933",480918.855132841,389162.670237142,"1816",0.05475
"934",481917.703466227,389162.491103845,"1817",0.063
"935",482916.551366243,389162.321603844,"1818",0.1295
"936",483915.398816258,389162.161753843,"1819",NA
"937",452950.370457166,388177.508828924,"1847",0.26825
"938",453949.250798808,388177.061253929,"1848",0.28825
"939",454948.130032204,388176.623287213,"1849",0.31125
"940",455947.008140593,388176.194912205,"1850",0.28375
"941",456945.885157228,388175.776128917,"1851",0.285
"942",457944.761115617,388175.367003908,"1852",0.21675
"943",458943.636040639,388174.9674622,"1853",0.14175
"944",459942.509974021,388174.577478898,"1854",0.06625
"945",460941.382882296,388174.197137203,"1855",0.03
"946",461940.254874052,388173.826378895,"1856",0.02925
"947",462939.125907447,388173.465262181,"1857",0.02275
"948",463937.996024083,388173.113728893,"1858",0.008
"949",464936.865265724,388172.771803897,"1859",0.01075
"950",465935.733665866,388172.439487172,"1860",0.012
"951",466934.601182503,388172.116753883,"1861",0.0185
"952",467933.467882518,388171.803653882,"1862",0.01575
"953",468932.333807538,388171.500162174,"1863",0.009
"954",469931.198982549,388171.20625388,"1864",0.00575
"955",470930.063415942,388170.921937167,"1865",0.00275
"956",471928.927090953,388170.647228872,"1866",0.00225
"957",472927.790099342,388170.382153867,"1867",0.00175
"958",473926.652474361,388170.126662159,"1868",0.00225
"959",474925.514166003,388169.880787162,"1869",0.013
"960",475924.375249388,388169.644503864,"1870",0.03575
"961",476923.235757777,388169.417828859,"1871",0.05125
"962",477922.095674422,388169.200762155,"1872",0.0765
"963",478920.955057808,388168.993278857,"1873",0.05875
"964",479919.813932826,388168.79543715,"1874",0.0635
"965",480918.672316212,388168.607153852,"1875",0.082
"966",481917.530207854,388168.428478855,"1876",0.08725
"967",482916.387691246,388168.259412145,"1877",0.10125
"968",453948.81073219,387182.976837223,"1907",NA
"969",454947.699507198,387182.539978927,"1908",0.23925
"970",455946.58713222,387182.112687219,"1909",0.2645
"971",456945.473682236,387181.694987218,"1910",0.2715
"972",457944.359223992,387181.286878909,"1911",0.164
"973",458943.243682266,387180.888337214,"1912",0.0825
"974",459942.127165649,387180.499353913,"1913",0.03075
"975",460941.009649044,387180.119987198,"1914",0.02425
"976",461939.891140685,387179.750212202,"1915",0.03575
"977",462938.771724068,387179.389978902,"1916",0.03925
"978",463937.65139909,387179.039337193,"1917",0.011
"979",464936.530207478,387178.698312187,"1918",0.00975
"980",465935.40809912,387178.366837191,"1919",0.0165
"981",466934.285182503,387178.044903891,"1920",0.016
"982",467933.161457524,387177.732612183,"1921",0.01425
"983",468932.036915912,387177.429887177,"1922",0.00875
"984",469930.911615928,387177.136737175,"1923",0.007
"985",470929.785582564,387176.853153885,"1924",0.006
"986",471928.658849327,387176.579153876,"1925",0.00425
"987",472927.531415973,387176.314737172,"1926",0.003
"988",473926.403315988,387176.059887171,"1927",0.01
"989",474925.274557747,387175.814628868,"1928",0.046
"990",475924.145174392,387175.578962165,"1929",0.0775
"991",476923.015224408,387175.352862164,"1930",0.07125
"992",477921.884707793,387175.136328866,"1931",0.0785
"993",478920.753632812,387174.929387158,"1932",0.0745
"994",479919.622032827,387174.732037157,"1933",0.095
"995",480918.489949465,387174.544253867,"1934",0.08075
"996",481917.357441231,387174.366062153,"1935",0.1465
"997",482916.224441246,387174.197412152,"1936",NA
"998",453948.371782191,386188.89258723,"1966",0.233
"999",454947.270057213,386188.456845522,"1967",0.29275
"1000",455946.167207215,386188.030628933,"1968",0.27625
"1001",456945.06329061,386187.614012218,"1969",0.17925
"1002",457943.958332252,386187.206937223,"1970",0.10625
"1003",458942.852340641,386186.809412215,"1971",0.05475
"1004",459941.745340656,386186.421462214,"1972",0.02225
"1005",460940.637349044,386186.043037205,"1973",0.02075
"1006",461939.528374054,386185.674178911,"1974",0.03775
"1007",462938.418465707,386185.314920501,"1975",0.0355
"1008",463937.307657463,386184.965162195,"1976",0.01425
"1009",464936.195949105,386184.6249872,"1977",0.01325
"1010",465935.083382488,386184.2943539,"1978",0.0235
"1011",466933.970007509,386183.973262192,"1979",0.0265
"1012",467932.855807524,386183.66176219,"1980",0.02
"1013",468931.740757539,386183.359812189,"1981",0.02075
"1014",469930.624990924,386183.06737889,"1982",0.02
"1015",470929.508490948,386182.784545475,"1983",0.01075
"1016",471928.391265958,386182.511237181,"1984",0.00425
"1017",472927.273365974,386182.24748718,"1985",0.00925
"1018",473926.154774363,386181.993312174,"1986",0.03275
"1019",474925.035541,386181.748678884,"1987",0.08375
"1020",475923.915724393,386181.513612173,"1988",0.1015
"1021",476922.795282782,386181.288087168,"1989",0.05925
"1022",477921.674274423,386181.07211217,"1990",0.07175
"1023",478920.552732812,386180.865687166,"1991",0.08625
"1024",479919.430632827,386180.668837165,"1992",0.11475
"1025",480918.308091216,386180.481562161,"1993",0.13075
"1026",481917.185091231,386180.303812161,"1994",0.16125
"1027",482916.061582873,386180.135587163,"1995",NA
"1028",452949.025040551,385195.252662232,"2024",NA
"1029",453947.933948826,385194.808520538,"2025",0.32875
"1030",454946.8417072,385194.373878943,"2026",0.245
"1031",455945.748382223,385193.948787234,"2027",0.19775
"1032",456944.653990611,385193.533212225,"2028",0.13575
"1033",457943.558507259,385193.127195524,"2029",0.07725
"1034",458942.461990641,385192.730712223,"2030",0.052
"1035",459941.36449903,385192.343737215,"2031",0.01975
"1036",460940.265982298,385191.966287225,"2032",0.03325
"1037",461939.166524066,385191.598395505,"2033",0.03325
"1038",462938.066132443,385191.240003911,"2034",0.04375
"1039",463936.964790717,385190.891162214,"2035",0.01975
"1040",464935.86260748,385190.551862202,"2036",0.0185
"1041",465934.759524126,385190.222095499,"2037",0.02225
"1042",466933.655632515,385189.901820492,"2038",0.03325
"1043",467932.550940893,385189.5910789,"2039",0.0275
"1044",468931.44540754,385189.289912196,"2040",0.02125
"1045",469930.33913256,385188.998270489,"2041",0.01625
"1046",470929.232140939,385188.716128896,"2042",0.006
"1047",471928.124390964,385188.443545481,"2043",0.00375
"1048",472927.015974348,385188.180462183,"2044",0.02825
"1049",473925.906874363,385187.926912182,"2045",0.0705
"1050",474924.797149382,385187.682920474,"2046",0.08975
"1051",475923.686824394,385187.44846218,"2047",0.10225
"1052",476922.575874408,385187.223512179,"2048",0.081
"1053",477921.464382797,385187.008087174,"2049",0.0965
"1054",478920.352324438,385186.802212177,"2050",0.11125
"1055",479919.239741201,385186.605862169,"2051",0.09675
"1056",480918.126682843,385186.419037172,"2052",0.20125
"1057",481917.013157861,385186.241745464,"2053",NA
"1058",440961.460748502,384207.225387306,"2071",NA
"1059",441960.394690274,384206.668295578,"2072",NA
"1060",442959.327148532,384206.1206873,"2073",NA
"1061",443958.258240303,384205.582595573,"2074",NA
"1062",452948.578848811,384201.167670548,"2083",NA
"1063",453947.497232193,384200.724637246,"2084",0.37775
"1064",454946.414482208,384200.291137244,"2085",0.24075
"1065",455945.33065723,384199.867145534,"2086",0.18275
"1066",456944.245707245,384199.452645532,"2087",0.139
"1067",457943.159699001,384199.047637225,"2088",0.09375
"1068",458942.072640642,384198.65216223,"2089",0.0555
"1069",459940.98460729,384198.266195528,"2090",0.03075
"1070",460939.895599046,384197.889737221,"2091",0.0335
"1071",461938.805599061,384197.522787219,"2092",0.02875
"1072",462937.714665708,384197.165320517,"2093",0.03825
"1073",463936.622857465,384196.81736221,"2094",0.021
"1074",464935.530124112,384196.478945507,"2095",0.0265
"1075",465934.436507495,384196.150012207,"2096",0.03
"1076",466933.34205751,384195.830562206,"2097",0.036
"1077",467932.24683253,384195.520620498,"2098",0.02875
"1078",468931.15080754,384195.220212203,"2099",0.01875
"1079",469930.053990934,384194.929345491,"2100",0.01075
"1080",470928.956465944,384194.647937197,"2101",0.0065
"1081",471927.85821596,384194.376037195,"2102",0.01225
"1082",472926.759240979,384194.113645487,"2103",0.05575
"1083",473925.65961599,384193.860737194,"2104",0.1125
"1084",474924.559382752,384193.617337185,"2105",0.10475
"1085",475923.458499397,384193.383470481,"2106",0.10425
"1086",476922.357024409,384193.159112187,"2107",0.11375
"1087",477921.255007801,384192.944245475,"2108",0.109
"1088",478920.152432813,384192.738887181,"2109",0.097
"1089",479919.049324454,384192.543062183,"2110",0.13875
"1090",480917.94576622,384192.35672047,"2111",0.12325
"1091",481916.841691232,384192.179862176,"2112",NA
"1092",439961.957531871,383213.690120598,"2129",NA
"1093",440960.902331886,383213.124970596,"2130",NA
"1094",441959.845698518,383212.569287311,"2131",0.19025
"1095",442958.787631916,383212.023120592,"2132",NA
"1096",443957.728156922,383211.486412297,"2133",NA
"1097",444956.667340319,383210.959195578,"2134",NA
"1098",445955.60513196,383210.441470585,"2135",NA
"1099",446954.541598723,383209.933220566,"2136",NA
"1100",447953.476765356,383209.43443728,"2137",NA
"1101",448952.410640379,383208.94514557,"2138",NA
"1102",449951.343240394,383208.465345568,"2139",NA
"1103",450950.274632149,383207.995037257,"2140",NA
"1104",451949.204798797,383207.534220556,"2141",NA
"1105",452948.133832179,383207.082837254,"2142",0.454
"1106",453947.061648827,383206.640970553,"2143",0.37425
"1107",454945.988357216,383206.208595544,"2144",0.23025
